player_nick,Units_RateTop4,character,item
Exoddia#MOGe,"100,00%",TFT16_Wukong,TFT_Item_SteraksGage
Exoddia#MOGe,"71,43%",TFT16_Wukong,TFT_Item_WarmogsArmor
Exoddia#MOGe,"100,00%",TFT16_Xerath,TFT_Item_ArchangelsStaff
Exoddia#MOGe,"100,00%",TFT16_Xerath,TFT_Item_Artifact_LudensTempest
Exoddia#MOGe,"100,00%",TFT16_Xerath,TFT_Item_SpearOfShojin
Exoddia#MOGe,"100,00%",TFT16_XinZhao,TFT16_Item_PiltoverEmblemItem
Exoddia#MOGe,"66,67%",TFT16_Yorick,TFT_Item_NightHarvester
Exoddia#MOGe,"100,00%",TFT16_Yorick,TFT_Item_Redemption
Exoddia#MOGe,"100,00%",TFT16_Yorick,TFT16_Item_NoxusEmblemItem
Exoddia#MOGe,"100,00%",TFT16_Yunara,TFT_Item_Artifact_WitsEnd
Exoddia#MOGe,"100,00%",TFT16_Yunara,TFT_Item_Deathblade
Exoddia#MOGe,"81,82%",TFT16_Yunara,TFT_Item_GuinsoosRageblade
Exoddia#MOGe,"75,00%",TFT16_Yunara,TFT_Item_InfinityEdge
Exoddia#MOGe,"81,82%",TFT16_Yunara,TFT_Item_RunaansHurricane
Exoddia#MOGe,"100,00%",TFT16_Yunara,TFT16_TheDarkinBow
Exoddia#MOGe,"100,00%",TFT16_Yunara,TFT5_Item_InfinityEdgeRadiant
Exoddia#MOGe,"100,00%",TFT16_Yunara,TFT9_Item_OrnnHorizonFocus
Exoddia#MOGe,"50,00%",TFT16_Ziggs,TFT_Item_Leviathan
Exoddia#MOGe,"100,00%",TFT16_Ziggs,TFT_Item_StatikkShiv
Exoddia#MOGe,"100,00%",TFT16_Ziggs,TFT16_Item_RapidfireEmblemItem
Exoddia#MOGe,"100,00%",TFT16_Zilean,TFT_Item_SpearOfShojin
Exoddia#MOGe,"100,00%",TFT16_Zilean,TFT_Item_StatikkShiv
